0,1,2
133081,medea+1988,4
633116,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
358597,star+wars+episode+ii+-+attack+of+the+clones+2002,3
343792,the+last+days+1998,4
600336,all+in+this+tea+2007,4
397440,different+for+girls+1996,3
603667,the+business+of+being+born+2008,4
75308,monsters_+inc.+2001,4
212336,pulling+john+2009,4
320970,the+captains+paradise+1953,3
18606,the+death+and+life+of+bobby+z+2007,2
78395,garbo+the+spy+2009,4
388803,insurgent+2015,3
5216,submarine+2011,5
488456,batman+gotham+knight+2008,4
205703,little+otik+2001,3
77159,the+bad+sleep+well+1960,5
185855,the+amateur+1981,3
586227,well+never+have+paris+2014,3
271152,ponyo+2008,5
231544,seventh+son+2014,4
116407,bananaz+2008,3
377735,old+san+francisco+1927,3
481255,my+neighbor+totoro+1988,5
69268,kill+bill+vol.+1+2003,4
325782,good+morning+1959,4
308139,die+hard+1988,4
607598,star+wars+1977,5
299823,the+big+parade+1925,4
484679,princess+mononoke+1997,4
65543,reservoir+dogs+1992,3
413753,after+life+1998,4
217799,get+shorty+1995,4
238924,toy+story+2+1999,4
255273,switching+goals+1999,4
601947,the+defender+2004,3
98278,zaza+1938,3
222442,bruce+almighty+2003,4
485611,lady+in+the+lake+1947,3
371784,the+dead+1987,4
17911,the+dance+of+reality+2013,4
309354,the+myth+2005,4
450614,harry+potter+and+the+deathly+hallows+part+2+2011,3
52303,the+mask+of+zorro+1998,2
370252,the+lord+of+the+rings+the+two+towers+2002,3
565701,the+snowman+1982,4
224315,how+to+seduce+difficult+women+2009,3
489366,through+the+olive+trees+1994,4
509116,inception+2010,4
506077,high+sierra+1941,4
776,hideous+kinky+1998,3
139001,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
85273,kagemusha+1980,4
335423,dadetown+1995,4
366801,despicable+me+2+2013,4
383934,the+desperate+hours+1955,5
137770,the+hitman+1991,4
219697,four+eyed+monsters+2005,4
286765,ruby+in+paradise+1993,4
566771,castle+in+the+sky+1986,5
34088,the+avengers+2012,3
563339,a+dogs+life+1918,3
534689,shrek+2+2004,4
390249,the+awful+truth+1937,3
381278,whiplash+2014,5
6296,odd+obsession+1959,2
540327,kana+1957,4
119589,the+name+of+the+rose+1986,5
504306,batman+the+dark+knight+returns_+part+2+2013,5
400798,the+bridge+on+the+river+kwai+1957,3
533511,1939+hollywoods+greatest+year+2009,4
372822,is+it+college+yet+2002,5
1028,the+mummy+1999,4
6746,faceoff+1997,3
1102,spider+baby+1967,3
457678,the+great+debaters+2007,4
231989,the+harder+they+come+1972,5
442886,purple+butterfly+2003,4
185804,summer+palace+2006,3
418069,harry+potter+and+the+deathly+hallows+part+2+2011,4
396372,jeremiah+johnson+1972,4
34283,the+prisoner+of+shark+island+1936,4
594491,the+twilight+samurai+2002,3
458063,all+that+heaven+allows+1955,4
143020,mass+appeal+1984,4
455850,alice+in+wonderland+1951,4
370741,dixie+chicks+shut+up+and+sing+2006,4
450590,the+son+2002,4
591355,sweet+land+2005,4
362529,before+sunset+2004,5
398698,the+past+2013,4
572954,loaded+guns+1975,3
254712,nostalgia+for+the+light+2010,4
483853,sebastian+maniscalco+whats+wrong+with+people+2012,4
220462,the+lord+of+the+rings+the+two+towers+2002,5
185032,the+beast+of+war+1988,5
375567,midnight+clear+2006,4
460599,get+him+to+the+greek+2010,3
159016,gentlemen+2014,3
632487,the+naked+kiss+1964,5
633505,shallow+grave+1994,3
186792,tai+chi+zero+2012,4
351402,a+dogs+will+2000,4
523280,children+underground+2001,3
74083,the+miser+1980,4
18467,red+white++blue+2010,5
107138,louis+c.k.+shameless+2007,3
534629,kids+return+1996,4
278359,back+to+the+future+1985,4
583032,the+human+condition+iii+a+soldiers+prayer+1961,5
151578,of+mice+and+men+1939,4
633335,dilwale+dulhania+le+jayenge+1995,4
320740,leave+her+to+heaven+1945,5
489539,from+the+earth+to+the+moon+1998,5
535935,two+worlds+2007,3
277788,despicable+me+2+2013,4
385700,iron+man+2008,4
304198,the+prize+winner+of+defiance_+ohio+2005,3
606846,the+long+kiss+goodnight+1996,4
566768,the+man+who+planted+trees+1987,5
244026,visions+of+light+1992,5
261130,hotel+rwanda+2004,5
167546,shrek+forever+after+2010,3
258722,simon+of+the+desert+1965,4
480249,talk+to+me+2007,3
331790,in+america+2003,5
206297,film+ist.+1998,3
624349,i+remember+mama+1948,3
30150,united+2003,3
556180,a+better+tomorrow+ii+1987,5
46593,gullivers+travels+1977,2
590923,the+green+ray+1986,4
526153,shrek+2001,4
60939,the+joker+is+wild+1957,1
306101,total+recall+1990,4
194747,rush+1991,5
554828,alone+in+the+wilderness+2004,4
15676,se7en+1995,5
223156,roller+boogie+1979,3
84469,hercules+in+new+york+1969,2
158550,the+treatment+2006,4
44501,seduced+and+abandoned+1964,4
380599,zazie+dans+le+mtro+1960,5
571879,african+cats+2011,3
39560,the+girl+2012,3
117104,the+day+the+fish+came+out+1967,4
31472,best+of+the+badmen+1951,3
199407,the+cake+eaters+2007,3
185226,avatar+2009,4
465487,the+decline+of+western+civilization+part+ii+the+metal+years+1988,4
310975,in+my+fathers+den+2004,4
224609,titanic+1997,5
591307,the+secret+of+nimh+1982,3
421385,talk+to+her+2002,5
386846,the+liar+1981,3
83158,iron+island+2005,4
118480,stolen+kisses+1968,3
30967,quantum+of+solace+2008,4
414417,a+tale+of+two+sisters+2003,5
153338,sherlock_+jr.+1924,3
241344,swingers+1996,3
163729,a+tickle+in+the+heart+1996,4
85934,the+rutles+all+you+need+is+cash+1978,4
186756,october+baby+2011,4
16206,john+wick+2014,2
402635,hoop+dreams+1994,5
354515,balkan+spy+1984,3
377323,sherlock+holmes+2009,4
357053,the+capture+of+bigfoot+1979,3
514873,neon+genesis+evangelion+death+and+rebirth+1997,5
493966,3+idiots+2009,4
27043,shanghai+ghetto+2002,3
255865,dark+days+2000,4
395917,smiles+of+a+summer+night+1955,3
387467,frankenstein+1931,5
634705,how+to+train+your+dragon+2010,5
41265,direct+action+2004,4
418472,caf+metropole+1937,4
630944,elsa++fred+2014,3
286862,ice+age+dawn+of+the+dinosaurs+2009,3
124479,ismael+2013,4
449116,fallen+art+2004,4
25080,a+pain+in+the+ass+2008,3
602564,when+brendan+met+trudy+2000,3
583846,silent+light+2007,4
30764,goldengirl+1979,4
517668,ali+fear+eats+the+soul+1974,5
591573,galaxy+express+999+1979,4
166227,seven+samurai+1954,4
394946,brooklyn+castle+2012,4
626319,toute+une+nuit+1982,4
145748,sherlock+holmes+a+game+of+shadows+2011,4
484595,leon+the+professional+1994,4
474528,the+notebook+2013,3
569287,my+neighbor+totoro+1988,4
368153,dont+look+back+1967,4
395070,imago+mortis+2009,3
132438,the+hitman+1991,4
503828,cinderella+2015,4
32853,toy+story+3+2010,5
462408,ass+backwards+2013,2
605542,i+saw+the+devil+2010,4
450663,dumbo+1941,4
227135,howards+end+1992,3
609337,constantine+2005,3
409919,2001+a+space+odyssey+1968,4
158416,i+wish+2011,5
95671,2001+a+space+odyssey+1968,5
637361,the+united+states+of+leland+2003,3
368301,the+art+of+flight+2011,5
441290,spirited+away+2001,5
555041,inside+im+dancing+2004,5
127717,fog+city+mavericks+2007,3
433238,the+secret+world+of+arrietty+2010,4
315400,fracture+2007,3
106291,tropical+fish+1995,4
312534,the+long+day+closes+1992,3
232028,time+bomb+1953,4
83502,terminator+2+judgment+day+1991,5
162119,enthusiasm+1931,3
567877,salaam+bombay+1988,3
378475,the+flowers+of+war+2011,3
487738,raiders+of+the+lost+ark+1981,4
296083,saving+grace+2000,4
427339,forbidden+planet+1956,2
56087,another+woman+1988,4
221121,dial+m+for+murder+1954,4
51365,violent+saturday+1955,3
554776,priceless+2006,4
456013,the+play+house+1921,4
129570,starman+1984,2
283805,vhs+2012,3
583335,the+sisterhood+of+the+traveling+pants+2005,3
148537,mardock+scramble+the+second+combustion+2011,4
363307,sacrifice+2010,4
319412,funeral+in+berlin+1966,3
41347,blood+shot+2013,4
313704,the+jungle+book+1967,4
591748,interstellar+2014,5
412678,lucky+number+slevin+2006,4
579001,torch+song+trilogy+1988,5
251563,the+last+hard+men+1976,4
25230,pink+floyd+the+wall+1982,3
260631,max+manus+man+of+war+2008,5
302537,city+lights+1931,5
455235,8++women+1999,2
64199,tormented+2009,2
361889,megamind+2010,4
129714,the+lord+of+the+rings+the+two+towers+2002,4
393585,all+night+long+1981,3
489901,the+good_+the+bad+and+the+ugly+1966,4
497619,forrest+gump+1994,4
155298,the+secret+world+of+arrietty+2010,4
28118,the+lion+king+2+simbas+pride+1998,3
89587,the+underground+comedy+movie+1999,4
466469,home+of+the+brave+2004,4
526403,raiders+of+the+lost+ark+1981,4
480603,monsters_+inc.+2001,4
161311,memento+2000,4
558552,the+time+travelers+wife+2009,4
284840,happily+ever+after+2004,3
517498,far+and+away+1992,4
299977,the+quiet+american+2002,3
325845,a+time+for+drunken+horses+2000,4
67060,the+drawn+together+movie+the+movie+2010,3
88968,jfk+1991,4
433624,early+summer+1951,4
414630,the+jungle+book+1967,4
143615,betrayed+1954,4
443471,marriage+italian+style+1964,4
69203,frozen+2013,3
120117,camp+rock+2+the+final+jam+2010,3
467313,men+without+women+1930,4
443733,sixteen+candles+1984,4
277367,yellow+submarine+1968,3
165273,the+godfather+part+ii+1974,5
515059,interstellar+2014,4
125595,men+in+black+1997,4
411565,the+lord+of+the+rings+the+return+of+the+king+2003,4
582328,we+stand+alone+together+2001,4
133263,april+showers+2009,3
594059,the+last+time+i+saw+macao+2012,4
563814,sorry_+wrong+number+1948,4
89888,college+1927,3
351798,last+year+at+marienbad+1961,4
481469,the+gods+must+be+crazy+1980,4
592044,dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,4
55850,the+great+ecstasy+of+robert+carmichael+2005,3
192907,big+ass+spider+2013,3
43770,scary+or+die+2012,4
573041,die+nibelungen+siegfried+1924,4
372806,my+night+at+mauds+1969,4
406473,goodfellas+1990,4
321028,in+america+2003,5
422357,the+lavender+hill+mob+1951,3
523710,for+the+birds+2000,5
81381,live+free+or+die+2006,3
627690,the+lego+movie+2014,4
215266,360+2012,3
168990,ride+with+the+devil+1999,3
388198,the+saimaa+gesture+1981,5
471624,sita+sings+the+blues+2008,5
419209,ice+age+continental+drift+2012,3
85147,time+to+leave+2005,5
491878,nights+of+cabiria+1957,4
144094,first+a+girl+1935,4
275850,rope+1948,4
301528,rebels+of+the+neon+god+1993,4
521852,inglourious+basterds+2009,4
625852,kill+bill+vol.+1+2003,3
609557,who+framed+roger+rabbit+1988,4
242295,kingsman+the+secret+service+2015,4
57939,terminator+2+judgment+day+1991,3
206886,interstellar+2014,5
99884,samurai+iii+duel+at+ganryu+island+1956,4
383050,a+lot+like+love+2005,4
238528,the+kingdom+ii+1997,4
245180,whiplash+2014,3
27888,beetlejuice+1988,3
23424,interstellar+2014,3
174812,false+trail+2011,4
440113,witness+1985,3
194292,saving+private+ryan+1998,5
425529,funeral+in+berlin+1966,4
583958,one+flew+over+the+cuckoos+nest+1975,5
5561,monsters_+inc.+2001,5
133770,o+amor+natural+1996,3
349208,mnilmontant+1926,4
510421,treasure+planet+2002,3
234251,harry+potter+and+the+philosophers+stone+2001,3
548220,clear+and+present+danger+1994,4
469717,the+incredibles+2004,4
249248,the+bitter+tears+of+petra+von+kant+1972,4
333356,possession+1981,3
234696,photographing+fairies+1997,4
321831,momo+2001,4
577337,west+beyrouth+1998,4
319400,the+shawshank+redemption+1994,5
310448,the+matrix+1999,5
164565,seven+chances+1925,4
144977,nick+offerman+american+ham+2014,4
203210,die+another+day+2002,3
399976,jaccuse+1919,4
428518,animal+house+1978,4
469522,the+desert+fox+the+story+of+rommel+1951,4
9192,in+harms+way+1965,3
302091,sergeant+rutledge+1960,3
567156,walle+2008,4
490144,happy+people+a+year+in+the+taiga+2010,4
176371,geography+club+2013,4
304971,the+dark+knight+2008,3
417541,the+descendants+2011,4
317167,seven+up+1964,4
531161,elite+squad+2007,4
308782,meet+the+fockers+2004,4
266863,the+reflecting+skin+1990,3
31316,gun+woman+2014,3
536025,the+secret+country+the+first+australians+fight+back+1986,4
577928,brief+encounter+1945,5
613227,ghostbusters+1984,4
34998,iron+man+2+2010,3
465527,terminator+2+judgment+day+1991,5
80192,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
517474,exodus+1960,3
59488,ulak+2008,3
627930,the+disappearance+of+alice+creed+2009,3
210157,midnight+in+paris+2011,3
249701,born+to+raise+hell+2010,4
60415,crime++punishment+in+suburbia+2000,3
636326,aries+spears+hollywood_+look+im+smiling+2011,3
88413,i+was+montys+double+1958,4
268969,when+the+levees+broke+a+requiem+in+four+acts+2006,5
270054,howls+moving+castle+2004,4
548244,avatar+2009,4
94044,independence+day+1996,3
579400,backcountry+2015,3
31402,21+up+1977,3
399640,harry+potter+and+the+order+of+the+phoenix+2007,3
249099,open+hearts+2002,4
604686,peter+pan+1953,4
130885,shrek+2+2004,4
602166,the+most+dangerous+man+in+america+daniel+ellsberg+and+the+pentagon+papers+2009,4
68292,ruby+cairo+1992,4
592673,rebel+without+a+cause+1955,4
434013,the+last+wave+1977,4
274332,where+were+you+when+the+lights+went+out+1968,3
269897,dirt+2001,4
359376,synecdoche_+new+york+2008,4
591958,battleship+potemkin+1925,3
115674,spider-man+3+2007,2
204450,what+we+do+in+the+shadows+2014,5
301414,a+foreign+affair+1948,4
535080,the+girl+from+the+naked+eye+2012,2
314996,night+on+earth+1991,4
536218,dial+m+for+murder+1954,4
632772,two+hands+1999,4
258441,alexander+and+the+terrible_+horrible_+no+good_+very+bad+day+2014,2
422550,rumble+fish+1983,4
504660,factotum+2005,3
417183,gattaca+1997,4
240294,master+and+commander+the+far+side+of+the+world+2003,4
402825,thieves+like+us+1974,4
491134,the+shawshank+redemption+1994,4
364474,the+sword+in+the+stone+1963,4
565580,the+lord+of+the+rings+the+two+towers+2002,3
269829,loners+2000,3
265745,dear+zachary+a+letter+to+a+son+about+his+father+2008,4
285066,the+cathedral+2002,4
353461,pirates+of+the+caribbean+at+worlds+end+2007,5
219799,the+king+is+alive+2000,4
606187,playing+by+heart+1998,3
529064,saboteur+1942,4
576955,what+men+talk+about+2010,4
22125,fight+club+1999,4
40005,privates+on+parade+1983,3
630767,the+limey+1999,4
256251,white+palace+1990,3
306382,harry+potter+and+the+goblet+of+fire+2005,4
393916,the+hairdressers+husband+1990,4
296285,splatter+university+1984,3
147948,bugsy+1991,3
45072,the+iron+rose+1973,4
58135,pulp+fiction+1994,5
563453,coraline+2009,4
530935,reservoir+dogs+1992,3
589672,a+patriotic+man+2013,2
433723,the+spaghetti+west+2005,5
294421,the+liar+1981,3
91882,the+wolf+man+1941,3
430780,predator+1987,4
625537,pickpocket+1959,4
151044,donald+glover+weirdo+2011,3
444409,pulp+fiction+1994,5
512605,se7en+1995,4
243163,liliom+1930,4
104402,boy+1969,4
535765,the+unknown+soldier+1955,5
92977,the+groove+tube+1974,4
20121,phantom+of+the+opera+1943,4
143533,its+a+boy+girl+thing+2006,4
586598,samsara+2011,4
446630,all+quiet+on+the+western+front+1979,4
44298,the+purge+anarchy+2014,3
362982,the+moustache+2005,3
551603,scarface+1932,4
362961,home+alone+2+lost+in+new+york+1992,2
451142,the+shining+1980,4
111522,stroszek+1977,4
584793,aliens+vs+predator+requiem+2007,2
603925,upstream+1927,3
62411,the+core+2003,2
55522,hallam+foe+2007,4
263168,leon+the+professional+1994,4
615837,phantasm+ii+1988,4
244740,the+notebook+2004,3
161948,at+the+river+i+stand+1993,4
488244,two+days_+one+night+2014,3
87822,11+harrowhouse+1974,3
457828,aliens+1986,5
522642,saving+face+2012,2
633473,the+class+2007,5
163307,the+burning+plain+2008,4
395179,raiders+of+the+lost+ark+1981,5
472365,zero+motivation+2014,4
100053,the+bank+dick+1940,4
582357,the+girl+who+kicked+the+hornets+nest+2009,5
461349,2+or+3+things+i+know+about+her+1967,4
561113,the+pixar+story+2007,4
342305,ice+castles+1978,3
577901,a+brighter+summer+day+1991,4
83689,the+accused+1988,4
559266,so+it+goes+2012,4
348668,drowning+by+numbers+1988,4
466778,cool+hand+luke+1967,4
518425,the+general+1926,5
115191,powers+of+ten+1977,3
153898,milk+and+honey+2003,3
442064,the+shawshank+redemption+1994,3
371108,beyond+the+mat+1999,3
404512,ss+camp+5+womens+hell+1977,4
340925,dishonored+1931,4
111555,belle+de+jour+1967,3
168982,you+cant+win+em+all+1970,3
201026,guess+whos+coming+to+dinner+1967,4
567617,melinda+and+melinda+2004,3
473955,the+snowman+1982,5
180525,prisoner+of+the+mountains+1996,4
605633,restless+blood+1946,4
464106,the+saragossa+manuscript+1965,4
473176,the+train+1964,4
565359,the+lego+movie+2014,4
484608,love+and+death+1975,4
257582,raiders+of+the+lost+ark+1981,4
540148,e.t.+the+extra-terrestrial+1982,3
267736,once+upon+a+time+in+china+1991,4
396534,princess+mononoke+1997,4
179730,auntie+danielle+1990,3
125639,as+good+as+it+gets+1997,5
72640,comedian+harmonists+1997,4
481491,mammuth+2010,4
493863,howls+moving+castle+2004,4
124516,anio+w+krakowie+2002,3
213575,s21+the+khmer+rouge+death+machine+2003,3
135864,mine+games+2012,3
155864,the+man+who+knew+too+much+1956,4
159358,the+foot+fist+way+2006,4
82795,how+to+train+your+dragon+2+2014,4
463586,dear+zachary+a+letter+to+a+son+about+his+father+2008,5
193885,hotline+2014,2
539477,all+the+kings+men+1949,3
326720,whisper+of+the+heart+1995,4
318157,midnight+run+1988,4
52613,tarnation+2003,5
185896,inglourious+basterds+2009,3
569366,the+lion+king+2+simbas+pride+1998,4
160048,drowning+by+numbers+1988,4
604061,foreign+letters+2012,4
62082,the+three+musketeers+1921,2
374808,dr.+gillespies+new+assistant+1942,4
257118,cinderella+man+2005,4
380717,hellzapoppin+1941,4
503228,survival+island+2005,3
462605,the+little+mermaid+1989,4
180802,thor+2011,3
117187,brighton+rock+2010,3
578399,lost+for+life+2013,3
138352,the+hobbit+an+unexpected+journey+2012,4
178281,harry+potter+and+the+deathly+hallows+part+2+2011,5
141187,my+ain+folk+1973,3
612522,august+osage+county+2013,5
54936,demon+lover+diary+1980,5
151381,unknown+2006,3
30111,the+cake+eaters+2007,4
201591,the+avengers+2012,4
379430,emperor+2012,4
28133,inception+2010,4
140533,the+matrix+1999,4
573815,windstruck+2004,4
543383,seven+samurai+1954,3
92950,predator+1987,5
400715,whisper+of+the+heart+1995,4
534037,kana+1957,4
112446,grace+unplugged+2013,3
118177,doctor+zhivago+1965,5
168113,the+door+in+the+floor+2004,3
491281,lessons+of+darkness+1992,4
416717,downloaded+2013,3
7869,valley+of+head+hunters+1953,3
374832,fear+and+trembling+2003,3
377163,turtles+can+fly+2005,4
13099,the+matrix+1999,4
112801,funny+people+2009,4
233128,the+class+2007,4
610895,letter+from+an+unknown+woman+1948,4
273321,the+weeping+camel+2003,5
272479,erreur+de+la+banque+en+votre+faveur+2009,4
351132,star+wars+episode+ii+-+attack+of+the+clones+2002,4
591318,stranger+by+the+lake+2013,4
360240,the+shawshank+redemption+1994,4
230016,shadow+of+a+doubt+1943,4
600079,millennium+actress+2001,4
141084,ginger+snaps+2+unleashed+2004,3
255902,no+end+in+sight+2007,4
549312,hellboy+ii+the+golden+army+2008,2
180152,the+dawn+patrol+1930,3
217309,africa+screams+1949,2
391179,page+one+inside+the+new+york+times+2011,4
299324,spirited+away+2001,5
58352,2001+a+space+odyssey+1968,4
402750,the+shawshank+redemption+1994,4
37337,one+hundred+and+one+dalmatians+1961,3
182060,a+special+day+1977,4
37697,kamikaze+girls+2004,3
578452,memories+of+matsuko+2006,4
242449,ikiru+1952,5
218921,sleep+tight+2011,4
565380,personal+property+1937,4
303330,the+end+of+evangelion+1997,4
365204,zulu+1964,4
361201,man+on+fire+2004,3
10093,the+doom+generation+1995,2
62210,rabid+1977,3
352230,suburban+gothic+2014,3
365484,richard+iii+1995,4
409420,the+wrong+trousers+1993,4
634323,the+outlaw+josey+wales+1976,5
47157,bernie+1996,3
139085,queen+of+montreuil+2012,4
626679,girlfight+2000,3
479061,the+commitments+1991,4
619752,los+angeles+plays+itself+2003,4
611179,alive+inside+2014,3
349251,the+captive+2014,4
226448,belle+de+jour+1967,4
106791,ordinary+people+1980,4
198873,two+lovers+2008,4
26349,capturing+the+friedmans+2003,4
95712,nightwing+1979,4
577787,nine+queens+2000,4
602000,castle+in+the+sky+1986,4
336347,the+green+mile+1999,4
311033,prison+terminal+the+last+days+of+private+jack+hall+2013,4
156428,bad+day+at+black+rock+1955,3
432087,inception+2010,4
171301,gabriel+over+the+white+house+1933,4
393189,some+like+it+hot+1959,5
314120,the+wild+one+1953,3
286846,a+room+for+romeo+brass+1999,4
555322,14+blades+2010,3
525430,sexmission+1984,3
438198,spirited+away+2001,4
209918,rob+the+mob+2014,5
21176,the+real+blonde+1997,5
286743,penguins+of+madagascar+2014,4
536973,closer+2004,4
420345,wall+street+money+never+sleeps+2010,4
502306,college+1927,5
277099,sraphine+2008,4
184384,star+wars+1977,5
349164,my+night+at+mauds+1969,4
79399,elysium+2013,3
271308,two+lovers+2008,3
502750,the+idiot+1951,5
299907,something+wild+1986,5
106055,noroi+the+curse+2005,3
364564,hour+of+the+wolf+1968,5
77187,shame+2011,5
49419,the+sand+pebbles+1966,3
407349,the+goodbye+girl+2004,4
604745,american+psycho+2000,4
130315,moonraker+1979,4
458200,apart+from+you+1933,4
38291,brothers+the+return+2006,3
462780,mother+2009,3
374539,new+waterford+girl+1999,2
207121,the+trip+2010,4
349051,a+dogs+life+1918,4
108465,linha+de+passe+2008,4
592325,louis+c.k.+shameless+2007,5
86818,the+big+sleep+1946,5
621981,crossed+tracks+2007,3
222198,the+sergeant+1968,3
120066,bonnie+and+clyde+1967,5
141811,harry+potter+and+the+deathly+hallows+part+2+2011,5
203194,sinners+and+saints+2010,3
606123,chappie+2015,3
266239,murmur+of+the+heart+1971,4
505225,lady+and+the+tramp+1955,4
572544,gas_+inspector+palmu+1961,5
344405,of+mice+and+men+1992,3
523204,john+wick+2014,4
577642,frankenstein+1931,2
161849,die+weisse+rose+1982,4
14258,spider-man+2002,4
51743,2001+a+space+odyssey+1968,3
54220,up+in+the+air+2009,4
85490,hello_+dolly+1969,3
455236,the+shawshank+redemption+1994,4
212997,winnie+the+pooh+and+a+day+for+eeyore+1983,4
521266,the+ladykillers+1955,3
201540,north+country+2005,4
20150,mermaids+1990,3
344207,the+carpenter+1988,4
625658,saving+mr.+banks+2013,4
424318,basic+instinct+1992,4
600922,junebug+2005,5
218283,the+debt+2010,4
613627,requiem+2006,4
71906,the+country+girl+1954,4
166474,hostel+part+ii+2007,4
332950,reconstruction+2003,4
536415,the+unspeakable+act+2012,5
451983,out+of+the+past+1947,3
608274,city+of+life+and+death+2009,5
82115,the+visual+bible+the+gospel+of+john+2003,3
178854,how+to+train+your+dragon+2+2014,3
515369,father+of+the+bride+part+ii+1995,3
611162,behind+the+candelabra+2013,3
458304,beautiful+boxer+2004,4
554704,the+big+chill+1983,4
194498,behind+the+screen+1916,3
21861,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,3
329201,future+weather+2012,3
469943,calvary+2014,4
542160,singapore+sling+1990,3
270504,tokyo+drifter+1966,4
487810,battle+royale+2000,4
42765,kikis+delivery+service+1989,4
169939,the+spiderwick+chronicles+2008,4
605844,against+the+sun+2014,4
184997,manolito+four+eyes+1999,4
524186,sherlock_+jr.+1924,4
93948,a+man+and+a+woman+1966,3
331972,24+7+twenty+four+seven+1997,4
248688,quantum+of+solace+2008,4
231439,elephant+2003,4
110647,the+last+truck+closing+of+a+gm+plant+2009,3
24439,finding+nemo+2003,4
68296,remote+control+1930,2
317614,hiroshima+mon+amour+1959,3
382013,harry+potter+and+the+deathly+hallows+part+2+2011,5
246239,wetlands+2013,3
596877,if+i+had+a+million+1932,3
545144,gigantic+a+tale+of+two+johns+2002,4
287523,one+flew+over+the+cuckoos+nest+1975,4
75700,whiplash+2014,4
313278,the+sisterhood+of+the+traveling+pants+2005,2
306907,montenegro+1981,3
380925,background+to+danger+1943,4
154205,welcome+to+the+roses+2003,4
195326,factory+girl+2006,2
245518,night+on+earth+1991,5
602631,the+thin+man+1934,3
89795,smilin+through+1932,4
425400,cool+hand+luke+1967,4
204252,turn+me+on_+dammit+2011,5
600246,i+confess+1953,4
179111,eye+of+the+needle+1981,3
585773,come+back+to+the+5++dime_+jimmy+dean_+jimmy+dean+1982,3
401816,the+lusty+men+1952,4
208385,gattaca+1997,4
458587,nostalgia+1983,4
368537,last+man+standing+1996,3
206598,ida+2013,4
197327,claires+knee+1970,4
223795,shrink+2009,4
352103,the+eye+2+2004,3
364495,saving+private+ryan+1998,4
595285,fly+away+home+1996,4
446558,bill+hicks+revelations+1993,4
411206,panic+in+the+streets+1950,5
621085,disgrace+2008,4
509719,revolution+9+2002,3
7037,whisper+of+the+heart+1995,4
228124,the+french+connection+1971,4
224332,frankenstein+1931,5
605680,echoes+from+the+dead+2013,4
420692,the+story+of+asya+klyachina+1966,3
108377,the+matrix+reloaded+2003,5
38864,the+mesmerist+2002,3
163653,fargo+1996,3
631486,logans+run+1976,3
376922,careless+love+2012,4
150778,harry+potter+and+the+half-blood+prince+2009,3
146938,mr.++mrs.+smith+2005,3
485529,whiplash+2014,5
634651,the+end+of+evangelion+1997,5
341916,the+nada+gang+1974,3
281688,the+punk+singer+2013,4
93124,st+trinians+2+the+legend+of+frittons+gold+2009,3
195384,the+usual+suspects+1995,5
539830,pulp+fiction+1994,5
36076,napoleon+dynamite+2004,4
23694,let+me+in+2010,3
163730,the+breakfast+club+1985,4
409061,the+yes+men+fix+the+world+2009,3
412527,becket+1964,5
198916,the+i+inside+2004,4
192904,shutter+island+2010,3
344907,the+great+race+1965,3
267734,the+big+sleep+1946,5
426462,agora+2009,3
260236,invasion+of+astro-monster+1965,3
119383,constantine+2005,3
465228,touch+of+evil+1958,4
583238,final+cut+1998,4
167041,i+killed+my+mother+2009,4
68646,t_o_u_c_h_i_n_g+1969,4
228981,princess+mononoke+1997,4
594501,zaza+1938,4
120075,wanda+sykes+sick+and+tired+2006,2
174584,dont+move+2004,4
96615,the+reivers+1969,3
14490,the+art+of+the+steal+2013,4
122368,mind+game+2004,4
500844,thief+1981,4
241095,apollo+13+1995,5
606633,atonement+2007,4
53413,bully+2011,5
429841,you+dont+know+jack+2010,5
539963,my+life+without+me+2003,3
396162,supporting+characters+2012,3
415173,effi+briest+1974,3
227211,princess+mononoke+1997,4
158334,leila+1997,4
328681,fighting+elegy+1966,3
227461,a+grand+day+out+1990,5
148142,the+terminator+1984,4
502486,black+swan+2010,4
227378,mickey_+donald_+goofy+the+three+musketeers+2004,4
270905,louis+theroux+law+and+disorder+in+johannesburg+2008,5
20861,lucky+number+slevin+2006,4
342067,madame+bovary+1949,3
313291,muriel_+or+the+time+of+return+1963,4
368543,frostnixon+2008,4
192482,sleeping+beauty+1959,4
518143,made+in+dagenham+2010,4
174626,wnuf+halloween+special+2013,5
277224,the+prisoner+of+zenda+1937,4
6251,the+artist+2011,4
594883,clear+and+present+danger+1994,4
41241,dave+1993,4
484661,goodfellas+1990,5
61062,you+cant+take+it+with+you+1938,4
90495,carmen+jones+1954,3
66146,turn+the+river+2008,4
573600,skin+2009,3
600394,the+perverts+guide+to+ideology+2012,5
115330,mulan+1998,3
133404,ariel+1988,5
34571,policeman+2011,3
450346,i+stand+alone+1998,3
31666,the+price+of+forgiveness+2001,4
351473,the+great+dictator+1940,4
533794,akira+1988,4
198202,ratatouille+2007,3
251829,little+children+2006,3
623803,knock+on+wood+1981,4
30684,apollo+13+1995,5
305663,khanei+ruye+ab+,2
131399,roman+holiday+1953,4
449552,mutiny+on+the+bounty+1962,4
361800,heart+of+a+dog+1988,5
